שם תחנה,מספר תחנה,תאריך,"כמות גשם יומית(מ""מ)",קוד גשם יומי()
מרום גולן פיכמן                                   ,2496028,20/11/2021,16.4,0
מירון צפון                                        ,211605,20/11/2021,6.8,5
משושים                                            ,2492950,20/11/2021,6,0
מיתר                                              ,251120,20/11/2021,2.1,0
מטולה                                             ,210062,20/11/2021,6.5,0
מצר                                               ,131050,20/11/2021,17,0
מצוקי דרגות                                       ,330810,20/11/2021,0.5,0
מבוא חורון                                        ,242772,20/11/2021,21,0
מעיליא                                            ,211152,20/11/2021,5.7,0
מגדל עוז                                          ,247412,20/11/2021,6.9,0
מגדלים                                            ,241430,20/11/2021,10.5,5
מכמנים                                            ,212840,20/11/2021,6.9,0
מקוה ישראל                                        ,136650,20/11/2021,34,5
משגב דב                                           ,138780,20/11/2021,43.8,0
משמר העמק                                         ,221202,20/11/2021,10.8,0
מצפה                                              ,213652,20/11/2021,6.6,0
מצפה יריחו                                        ,243331,20/11/2021,0.5,5
מזרע                                              ,220850,20/11/2021,12,0
מזרע מטעים                                        ,220530,20/11/2021,12,0
מולדת                                             ,221650,20/11/2021,22.7,0
מורשת                                             ,213240,20/11/2021,6.1,5
נחל עמוד עליון                                    ,211782,20/11/2021,5,5
נחל עוז                                           ,143952,20/11/2021,14.3,0
נחל רותם                                          ,322150,20/11/2021,5.9,5
נחל תנינים                                        ,121870,20/11/2021,9.3,0
נחלת יהודה                                        ,137020,20/11/2021,29.7,5
נהרייה שכונת רסקו                                 ,110390,20/11/2021,4.9,0
נחשולים מטעים                                     ,121360,20/11/2021,8.5,5
